(('en el caso de', 1.0), 86, (1456, 1237), None, 'hsl(0, 100%, 30%)')
(('de los jesuitas en', 0.084418075287351901), 6, (623, 2245), 2, 'hsl(241, 100%, 30%)')
(('en el arzobispado de', 0.079102912486504445), 6, (443, 2109), None, 'hsl(242, 100%, 30%)')
(('presidio menor en su', 0.075674764585340351), 6, (394, 2153), None, 'hsl(242, 100%, 30%)')
(('del reino de murcia', 0.074578269948917419), 6, (639, 2270), None, 'hsl(242, 100%, 30%)')
(('fagan ende al por', 0.073052127389023211), 6, (537, 2312), None, 'hsl(242, 100%, 30%)')
(('de los jesuitas de', 0.068512749867303172), 6, (628, 2233), 2, 'hsl(243, 100%, 30%)')
(('signado con su signo', 0.067065442127673), 6, (493, 2289), None, 'hsl(243, 100%, 30%)')
(('los participantes en la', 0.06680240635149709), 6, (400, 1963), 2, 'hsl(243, 100%, 30%)')
(('secretaría del despacho de', 0.057915684907332975), 6, (357, 2138), None, 'hsl(244, 100%, 30%)')
(('de la mezquita de', 0.054824885195265342), 6, (655, 2277), 2, 'hsl(244, 100%, 30%)')
(('pena de la mi', 0.053766361948014506), 6, (620, 2263), None, 'hsl(244, 100%, 30%)')
(('la cuenca del duero', 0.052880179461205469), 6, (342, 2003), 2, 'hsl(244, 100%, 30%)')
(('uso y disfrute de', 0.049256551204926682), 6, (287, 2048), 2, 'hsl(245, 100%, 30%)')
(('entre el poder y', 0.047419637025118117), 6, (457, 2274), None, 'hsl(245, 100%, 30%)')
(('el valle de toluca', 0.042211454244853341), 6, (637, 2218), 2, 'hsl(245, 100%, 30%)')
(('modo en que el', 0.042166461673524572), 6, (330, 2094), None, 'hsl(245, 100%, 30%)')
(('de las competencias que', 0.041475125150271602), 6, (545, 2154), 2, 'hsl(245, 100%, 30%)')
(('la política de no', 0.04035909024787708), 6, (552, 2160), 2, 'hsl(245, 100%, 30%)')
(('de la deuda publica', 0.040078260842045292), 6, (538, 2395), 2, 'hsl(246, 100%, 30%)')
(('la espontaneidad y la', 0.039442700479966612), 6, (449, 2085), None, 'hsl(246, 100%, 30%)')
(('en la voz del', 0.037163887664237033), 6, (401, 2090), None, 'hsl(246, 100%, 30%)')
(('al menos hasta que', 0.035923390656666075), 6, (537, 2212), None, 'hsl(246, 100%, 30%)')
(('calidad de los bienes', 0.033652888309471898), 6, (630, 2286), None, 'hsl(246, 100%, 30%)')
(('los montes de toledo', 0.032775677801461248), 6, (500, 2270), None, 'hsl(246, 100%, 30%)')
(('en la sección siguiente', 0.032608423366421231), 6, (624, 2223), 2, 'hsl(246, 100%, 30%)')
(('el poder y en', 0.032306133590054978), 6, (628, 2197), 2, 'hsl(246, 100%, 30%)')
(('un acto de autoridad', 0.032027843370537941), 6, (398, 2217), None, 'hsl(246, 100%, 30%)')
(('punto de vista cristiano', 0.03185856291109284), 5, (596, 2332), None, 'hsl(246, 100%, 30%)')
(('consecuencia de la necesidad', 0.031849667941904726), 5, (369, 1969), 2, 'hsl(246, 100%, 30%)')
(('la línea de lo', 0.031497164069061737), 5, (527, 1985), None, 'hsl(246, 100%, 30%)')
(('de casi medio siglo', 0.031461022584116663), 5, (588, 2142), 2, 'hsl(246, 100%, 30%)')
(('de qué manera los', 0.031433870999297904), 5, (502, 2200), 2, 'hsl(246, 100%, 30%)')
(('del fuero de los', 0.030814743266445527), 5, (544, 2403), 2, 'hsl(246, 100%, 30%)')
(('jerarquía de la iglesia', 0.030644709367687945), 5, (505, 1943), None, 'hsl(246, 100%, 30%)')
(('ensayo político sobre el', 0.029568227343916099), 5, (451, 2207), 2, 'hsl(247, 100%, 30%)')
(('que estaba pasando en', 0.029288424882888148), 5, (494, 2042), None, 'hsl(247, 100%, 30%)')
(('de los principales instrumentos', 0.029256407845053477), 4, (554, 2095), None, 'hsl(247, 100%, 30%)')
(('términos de lo que', 0.028902922781606763), 4, (386, 2047), 2, 'hsl(247, 100%, 30%)')
(('que la persona se', 0.027904945602337628), 4, (530, 2255), None, 'hsl(247, 100%, 30%)')
(('medio de una crisis', 0.027660230453022211), 4, (323, 2078), None, 'hsl(247, 100%, 30%)')
(('en la coyuntura de', 0.027323980884126891), 4, (679, 2239), 2, 'hsl(247, 100%, 30%)')
(('que se incluye el', 0.026898903123896777), 4, (461, 2265), 2, 'hsl(247, 100%, 30%)')
(('en el tiempo se', 0.026527049993718101), 4, (451, 2031), None, 'hsl(247, 100%, 30%)')
(('del auge de la', 0.026273507439216158), 4, (598, 2117), None, 'hsl(247, 100%, 30%)')
(('luego de la muerte', 0.026140429692840871), 4, (432, 2003), 2, 'hsl(247, 100%, 30%)')
(('el comportamiento de sus', 0.025974651901435653), 4, (359, 2052), 2, 'hsl(247, 100%, 30%)')
(('uno de cada tres', 0.025879810816675869), 4, (676, 2249), 2, 'hsl(247, 100%, 30%)')
(('con mayor grado de', 0.02587599353329369), 4, (445, 2215), 2, 'hsl(247, 100%, 30%)')
(('en los procesos y', 0.025860008509664276), 4, (536, 2408), 2, 'hsl(247, 100%, 30%)')
(('esta segunda mitad del', 0.025686199471600533), 4, (272, 2038), 2, 'hsl(247, 100%, 30%)')
(('la demanda y documentos', 0.025409035091314626), 4, (280, 2056), 2, 'hsl(247, 100%, 30%)')
(('los cambios introducidos en', 0.024955059291742188), 4, (572, 2071), None, 'hsl(247, 100%, 30%)')
(('de la gente para', 0.024721483323802581), 4, (616, 2159), None, 'hsl(247, 100%, 30%)')
(('en la lengua materna', 0.024597226870472406), 4, (622, 2178), 2, 'hsl(247, 100%, 30%)')
(('protagonista de la historia', 0.024377635804519546), 4, (663, 2285), 2, 'hsl(247, 100%, 30%)')
(('por lo que deberá', 0.024144045917420663), 4, (446, 2311), None, 'hsl(247, 100%, 30%)')
(('acciones de las empresas', 0.024080764470434324), 4, (568, 2249), None, 'hsl(247, 100%, 30%)')
(('guerra de todos contra', 0.023839530472559441), 4, (556, 2037), None, 'hsl(247, 100%, 30%)')
(('para la paz en', 0.023768017317810974), 4, (526, 2145), None, 'hsl(247, 100%, 30%)')
(('del poder en las', 0.023136495094806728), 4, (468, 2354), 2, 'hsl(247, 100%, 30%)')
(('teoría de las relaciones', 0.022850450617787621), 4, (386, 2032), 2, 'hsl(247, 100%, 30%)')
(('con toda la carga', 0.022636440617172709), 4, (565, 2075), None, 'hsl(247, 100%, 30%)')
(('con el rostro de', 0.022093863329916259), 4, (671, 2293), None, 'hsl(247, 100%, 30%)')
(('un análisis de su', 0.021974673060654221), 4, (617, 2187), 2, 'hsl(247, 100%, 30%)')
(('como el intento de', 0.021855454959825025), 4, (501, 2372), None, 'hsl(247, 100%, 30%)')
(('constante en la historia', 0.021560384906887803), 4, (573, 2312), None, 'hsl(247, 100%, 30%)')
(('algunos de los ejemplos', 0.021470124916049559), 4, (620, 2326), None, 'hsl(247, 100%, 30%)')
(('través de la forma', 0.020671288592854799), 4, (576, 2219), None, 'hsl(247, 100%, 30%)')
(('el sistema en su', 0.020462413440481948), 4, (281, 2008), 2, 'hsl(247, 100%, 30%)')
(('los pueblos y comunidades', 0.01999413742274123), 4, (378, 2091), None, 'hsl(248, 100%, 30%)')
(('fue lo que sucedió', 0.019692328859881297), 4, (587, 2097), None, 'hsl(248, 100%, 30%)')
(('respeto de la dignidad', 0.019396620994410283), 4, (320, 2112), None, 'hsl(248, 100%, 30%)')
(('motivos de la ley', 0.019241563415207278), 4, (502, 1998), None, 'hsl(248, 100%, 30%)')
(('de forma que su', 0.019207558648950952), 4, (376, 2011), 2, 'hsl(248, 100%, 30%)')
(('el primero fue el', 0.019085705519248028), 4, (356, 2071), None, 'hsl(248, 100%, 30%)')
(('está presente en todos', 0.01905947255088869), 4, (513, 1956), None, 'hsl(248, 100%, 30%)')
(('que se manejan en', 0.018941408235635396), 4, (470, 2362), 2, 'hsl(248, 100%, 30%)')
(('la falta de empleo', 0.018936616800641643), 4, (468, 1928), 2, 'hsl(248, 100%, 30%)')
(('un instrumento útil para', 0.018527165164186829), 4, (337, 2140), None, 'hsl(248, 100%, 30%)')
(('lo que se convierte', 0.018180216371380002), 4, (417, 1953), 2, 'hsl(248, 100%, 30%)')
(('con los responsables de', 0.018143429322518029), 4, (298, 2001), 2, 'hsl(248, 100%, 30%)')
(('apuntes para una historia', 0.018044595750776438), 4, (456, 2145), 2, 'hsl(248, 100%, 30%)')
(('caminar por las calles', 0.017566061289968092), 4, (376, 2174), None, 'hsl(248, 100%, 30%)')
(('su insistencia en la', 0.017551259365666542), 4, (297, 2079), None, 'hsl(248, 100%, 30%)')
(('los tratados de libre', 0.017428913033536598), 4, (367, 2193), None, 'hsl(248, 100%, 30%)')
(('un buen ejemplo del', 0.016884494082506283), 4, (565, 2111), None, 'hsl(248, 100%, 30%)')
(('fue la respuesta de', 0.016473151471147744), 4, (574, 2181), None, 'hsl(248, 100%, 30%)')
(('en un espacio y', 0.016253709158507067), 4, (542, 2217), 2, 'hsl(248, 100%, 30%)')
(('en los circuitos de', 0.016162397835252054), 4, (534, 2419), 2, 'hsl(248, 100%, 30%)')
(('de este mundo que', 0.015982906465653909), 4, (596, 2202), None, 'hsl(248, 100%, 30%)')
(('es parte de las', 0.015831606472821957), 4, (493, 2373), None, 'hsl(248, 100%, 30%)')
(('mujeres y hombres que', 0.015760147102485855), 4, (460, 2256), 2, 'hsl(248, 100%, 30%)')
(('en los estilos de', 0.01562062142470098), 4, (393, 2147), 2, 'hsl(248, 100%, 30%)')
(('de una escritura que', 0.013766274119879886), 4, (546, 2170), None, 'hsl(248, 100%, 30%)')
(('no fueron los únicos', 0.012702361395885759), 4, (308, 2070), None, 'hsl(248, 100%, 30%)')
(('que la persona no', 0.010356438715449636), 4, (537, 2423), 2, 'hsl(248, 100%, 30%)')
(('que la gente tiene', 0.0093119032922993061), 4, (332, 2011), 2, 'hsl(249, 100%, 30%)')
(('que el comportamiento del', 0.0082949991827180498), 4, (456, 2150), 2, 'hsl(249, 100%, 30%)')
(('que la gente pueda', 0.0074424108448081514), 4, (361, 2074), None, 'hsl(249, 100%, 30%)')
(('la real órden de', 1.0), 41, (724, 2298), None, 'hsl(28, 100%, 30%)')
(('ministerio de la gobernacion', 0.27184491377719872), 23, (758, 2314), None, 'hsl(189, 100%, 30%)')
(('de la real órden', 0.26161805045892289), 23, (826, 2482), 2, 'hsl(192, 100%, 30%)')
(('cuenta á la reina', 0.25845910564001184), 23, (968, 2537), None, 'hsl(192, 100%, 30%)')
(('conformándome con lo consultado', 0.15550396982575698), 18, (776, 2501), 2, 'hsl(215, 100%, 30%)')
(('martinez de la rosa', 0.14824684009762509), 18, (807, 2554), 2, 'hsl(217, 100%, 30%)')
(('consultado por el consejo', 0.13834049922885994), 17, (777, 2454), 2, 'hsl(219, 100%, 30%)')
(('como la cristiandad ha', 0.13462519101651804), 17, (782, 2614), 2, 'hsl(220, 100%, 30%)')
(('en la real órden', 0.13227004754124944), 17, (614, 2390), None, 'hsl(220, 100%, 30%)')
(('el duque de osuna', 0.11460517810500709), 16, (697, 2330), None, 'hsl(224, 100%, 30%)')
(('cibdades e villas e', 0.10072004315151226), 15, (780, 2574), 2, 'hsl(227, 100%, 30%)')
(('gonzález de la vega', 0.063132280583685974), 12, (782, 2328), None, 'hsl(236, 100%, 30%)')
(('en la dicha razon', 0.057274019694670691), 11, (682, 2451), None, 'hsl(237, 100%, 30%)')
(('cortes de madrid de', 0.052251918675630803), 11, (806, 2426), 2, 'hsl(238, 100%, 30%)')
(('congreso de la republica', 0.044754878764214648), 10, (798, 2522), 2, 'hsl(240, 100%, 30%)')
(('del dicho señor rey', 0.036526229763949231), 9, (798, 2595), 2, 'hsl(241, 100%, 30%)')
(('e villas e logares', 0.032662316929829849), 9, (803, 2393), 2, 'hsl(242, 100%, 30%)')
(('mill e quatrocientos e', 0.029813433526339563), 9, (814, 2631), 2, 'hsl(243, 100%, 30%)')
(('de mill e quatrocientos', 0.029769229924649528), 9, (632, 2423), None, 'hsl(243, 100%, 30%)')
(('que este testigo no', 0.027529897809914165), 9, (710, 2513), None, 'hsl(243, 100%, 30%)')
(('e villas e lugares', 0.026814236025541182), 9, (670, 2350), None, 'hsl(244, 100%, 30%)')
(('la guardia nacional en', 0.020486993421132155), 8, (657, 2468), None, 'hsl(245, 100%, 30%)')
(('del general santa anna', 0.018112526460798001), 8, (1003, 2567), None, 'hsl(245, 100%, 30%)')
(('las esferas del poder', 0.01809806058041814), 8, (950, 2641), None, 'hsl(245, 100%, 30%)')
(('de la gente no', 0.017036099830217727), 8, (987, 2515), None, 'hsl(246, 100%, 30%)')
(('de todo el hombre', 0.016149427284081131), 8, (853, 2671), 2, 'hsl(246, 100%, 30%)')
(('son producto de una', 0.015702286238087067), 8, (987, 2598), None, 'hsl(246, 100%, 30%)')
(('interior de la familia', 0.014732495839827674), 8, (819, 2645), 2, 'hsl(246, 100%, 30%)')
(('el asesinato de la', 0.014426671129798951), 8, (869, 2471), 2, 'hsl(246, 100%, 30%)')
(('las competencias de las', 0.014343784121584074), 8, (866, 2441), 2, 'hsl(246, 100%, 30%)')
(('de lo que hacemos', 0.013459507335148507), 8, (926, 2635), None, 'hsl(247, 100%, 30%)')
(('parte de la memoria', 0.012075928051278778), 8, (822, 2533), 2, 'hsl(247, 100%, 30%)')
(('por los pobres y', 0.01173718531803089), 8, (1035, 2527), None, 'hsl(247, 100%, 30%)')
(('épocas en las que', 0.011723605959161391), 8, (880, 2587), 2, 'hsl(247, 100%, 30%)')
(('primera década de este', 0.011319657639670215), 8, (828, 2654), 2, 'hsl(247, 100%, 30%)')
(('en especial si se', 0.011285970108419805), 8, (645, 2435), None, 'hsl(247, 100%, 30%)')
(('primera persona del plural', 0.011196934795112624), 8, (818, 2414), 2, 'hsl(247, 100%, 30%)')
(('parte de los proyectos', 0.010763532777871645), 8, (714, 2312), None, 'hsl(247, 100%, 30%)')
(('un precio muy alto', 0.010116143063106424), 8, (1016, 2568), None, 'hsl(247, 100%, 30%)')
(('crecimiento de los salarios', 0.010055861569793488), 8, (864, 2543), 2, 'hsl(247, 100%, 30%)')
(('de derechos y libertades', 0.010016744213727932), 8, (596, 2407), None, 'hsl(247, 100%, 30%)')
(('en las elecciones parlamentarias', 0.0099345661982671099), 7, (670, 2452), None, 'hsl(247, 100%, 30%)')
(('la batalla por el', 0.0098870307286122797), 7, (680, 2341), None, 'hsl(247, 100%, 30%)')
(('la productividad del capital', 0.0097215837937533623), 7, (694, 2486), None, 'hsl(247, 100%, 30%)')
(('de investigadores de la', 0.0095162138850141409), 7, (1025, 2546), None, 'hsl(247, 100%, 30%)')
(('son un reflejo de', 0.0094449001202286352), 7, (924, 2524), 2, 'hsl(247, 100%, 30%)')
(('entre el lenguaje y', 0.0094431211548157666), 7, (783, 2546), 2, 'hsl(247, 100%, 30%)')
(('e omes buenos de', 0.0092389556902821302), 7, (793, 2477), 2, 'hsl(247, 100%, 30%)')
(('resultados de la empresa', 0.0090873597729728538), 7, (776, 2444), 2, 'hsl(247, 100%, 30%)')
(('algo con lo que', 0.0083290938465867895), 7, (710, 2414), None, 'hsl(248, 100%, 30%)')
(('que las mujeres en', 0.0079920605184331025), 7, (647, 2367), None, 'hsl(248, 100%, 30%)')
(('en las decisiones sobre', 0.0075459520959373855), 7, (795, 2586), 2, 'hsl(248, 100%, 30%)')
(('lo que las personas', 0.0072457974113516775), 7, (832, 2605), 2, 'hsl(248, 100%, 30%)')
(('los principios de legalidad', 0.0070313557311185437), 7, (687, 2329), None, 'hsl(248, 100%, 30%)')
(('de una conciencia que', 0.0062487567706363328), 7, (950, 2470), 2, 'hsl(248, 100%, 30%)')
(('y los conflictos que', 0.0051401027552157854), 6, (659, 2357), None, 'hsl(248, 100%, 30%)')
(('viernes por la tarde', 0.0050777190141628155), 6, (805, 2384), 2, 'hsl(248, 100%, 30%)')
(('de que certifico como', 1.0), 26, (1097, 2519), None, 'hsl(97, 100%, 30%)')
(('publicada fué la anterior', 0.83668964263591816), 24, (1188, 2684), 2, 'hsl(122, 100%, 30%)')
(('al recurso de casacion', 0.79070997231978257), 23, (1183, 2716), 2, 'hsl(129, 100%, 30%)')
(('en sus considerandos se', 0.56319890895425606), 20, (1470, 2605), None, 'hsl(163, 100%, 30%)')
(('leida y publicada fué', 0.54015267869344274), 20, (1215, 2775), 2, 'hsl(167, 100%, 30%)')
(('el recurso de casacion', 0.53541198786144251), 20, (1229, 2612), 2, 'hsl(168, 100%, 30%)')
(('congreso de la union', 0.50211178587682226), 19, (1152, 2552), None, 'hsl(173, 100%, 30%)')
(('de la novísima recopilacion', 0.40773390244236701), 17, (1069, 2554), None, 'hsl(187, 100%, 30%)')
(('de madrid é insertará', 0.32922490641781449), 15, (1048, 2604), None, 'hsl(199, 100%, 30%)')
(('sentencia por el excmo', 0.3238883206681839), 15, (1125, 2625), None, 'hsl(200, 100%, 30%)')
(('madrid é insertará en', 0.32132137307059488), 15, (1184, 2540), None, 'hsl(200, 100%, 30%)')
(('resultando que contra esta', 0.30921076208813847), 15, (1283, 2753), 2, 'hsl(202, 100%, 30%)')
(('gaceta de madrid é', 0.30092926114053908), 15, (1206, 2550), None, 'hsl(204, 100%, 30%)')
(('dictámen de la comision', 0.25405361771713186), 14, (1167, 2599), None, 'hsl(211, 100%, 30%)')
(('la abolicion de la', 0.24965631760441273), 14, (1029, 2647), None, 'hsl(211, 100%, 30%)')
(('que contra esta sentencia', 0.24784116299980202), 14, (1246, 2645), 2, 'hsl(212, 100%, 30%)')
(('estado de la demanda', 0.2412841241970678), 14, (1246, 2582), 2, 'hsl(213, 100%, 30%)')
(('celebrando audiencia pública en', 0.23076848375658773), 14, (1220, 2659), 2, 'hsl(214, 100%, 30%)')
(('por la sala segunda', 0.2169291534650952), 14, (1251, 2796), 2, 'hsl(216, 100%, 30%)')
(('la de enjuiciamiento criminal', 0.20783312990288039), 14, (1187, 2735), 2, 'hsl(218, 100%, 30%)')
(('sala primera de la', 0.20499519535036506), 14, (1137, 2525), None, 'hsl(218, 100%, 30%)')
(('resultando que la sala', 0.2041746824996542), 14, (1308, 2813), 2, 'hsl(218, 100%, 30%)')
(('en los considerandos se', 0.20278458461178497), 14, (1309, 2629), 2, 'hsl(219, 100%, 30%)')
(('los derechos de importacion', 0.19848418222099587), 10, (1082, 2556), None, 'hsl(219, 100%, 30%)')
(('de las córtes de', 0.19457673234953435), 10, (1485, 2589), None, 'hsl(220, 100%, 30%)')
(('sala primera de lo', 0.18980608840394145), 10, (1138, 2708), None, 'hsl(220, 100%, 30%)')
(('primera de la audiencia', 0.18751129312131454), 10, (1262, 2595), 2, 'hsl(221, 100%, 30%)')
(('por la direccion general', 0.18263773572939984), 10, (1340, 2670), 2, 'hsl(222, 100%, 30%)')
(('asi por esta nuestra', 0.17890761124494936), 10, (1373, 2830), 2, 'hsl(222, 100%, 30%)')
(('sala segunda de lo', 0.17758452572925762), 10, (1185, 2756), 2, 'hsl(222, 100%, 30%)')
(('mandó pasar á la', 0.1717444730512134), 10, (1385, 2736), 2, 'hsl(223, 100%, 30%)')
(('audiencia de la coruña', 0.16895114979905096), 10, (1321, 2703), 2, 'hsl(224, 100%, 30%)')
(('por este tribunal supremo', 0.14628287684288555), 9, (1089, 2534), None, 'hsl(227, 100%, 30%)')
(('segunda de lo civil', 0.14594005073979566), 9, (1087, 2695), None, 'hsl(227, 100%, 30%)')
(('dictamen de la comision', 0.13815802633694288), 9, (1235, 2570), 2, 'hsl(228, 100%, 30%)')
(('segunda del tribunal supremo', 0.13179600808059178), 8, (1485, 2691), None, 'hsl(229, 100%, 30%)')
(('recurso de alzada interpuesto', 0.13113002048792288), 8, (1203, 2703), 2, 'hsl(229, 100%, 30%)')
(('de alzada interpuesto por', 0.11859517526263334), 8, (1123, 2518), None, 'hsl(231, 100%, 30%)')
(('á la admision del', 0.11643878832267505), 8, (1236, 2632), 2, 'hsl(232, 100%, 30%)')
(('á la audiencia de', 0.11457335902330913), 8, (1187, 2800), 2, 'hsl(232, 100%, 30%)')
(('se lee y aprueba', 0.11380372087082025), 8, (1404, 2794), 2, 'hsl(232, 100%, 30%)')
(('las costas y al', 0.11231056827998649), 8, (1379, 2597), 2, 'hsl(232, 100%, 30%)')
(('favor del juzgado de', 0.094568995301723982), 7, (1017, 2673), None, 'hsl(235, 100%, 30%)')
(('al ministro de ultramar', 0.093163119658818613), 7, (1060, 2605), None, 'hsl(235, 100%, 30%)')
(('recurso de injusticia notoria', 0.091588110917161347), 7, (1220, 2568), None, 'hsl(236, 100%, 30%)')
(('diputado por el estado', 0.070066956985714884), 6, (1343, 2607), 2, 'hsl(239, 100%, 30%)')
(('sentencia de vista de', 0.068412945009275042), 6, (1117, 2658), None, 'hsl(239, 100%, 30%)')
(('san juan del rio', 0.062651710254127954), 6, (1148, 2730), None, 'hsl(240, 100%, 30%)')
(('dijo ser de edad', 0.059837936735759954), 6, (1167, 2532), None, 'hsl(240, 100%, 30%)')
(('en sus grados mínimo', 0.058353192219991218), 6, (1186, 2746), 2, 'hsl(241, 100%, 30%)')
(('la bolsa de madrid', 0.057585250080963712), 6, (1148, 2590), None, 'hsl(241, 100%, 30%)')
(('se mandó pasar á', 0.055554280020032397), 6, (1464, 2655), None, 'hsl(241, 100%, 30%)')
(('aduanas marítimas y fronterizas', 0.053782937747680858), 6, (1196, 2550), None, 'hsl(241, 100%, 30%)')
(('del tesoro y crédito', 0.048900900992183596), 6, (1413, 2584), 2, 'hsl(242, 100%, 30%)')
(('la pregunta por el', 0.047492079559606673), 6, (1152, 2779), 2, 'hsl(242, 100%, 30%)')
(('testimonio signado con su', 0.042503614274587258), 6, (1176, 2765), 2, 'hsl(243, 100%, 30%)')
(('josé joaquín de herrera', 0.038411013673123405), 6, (1389, 2803), 2, 'hsl(244, 100%, 30%)')
(('ciudadano ministro de relaciones', 0.036216827143207488), 6, (1271, 2767), 2, 'hsl(244, 100%, 30%)')
(('los intereses de demora', 0.03587349386897061), 6, (1060, 2699), None, 'hsl(244, 100%, 30%)')
(('los términos que establezca', 0.03389757618899393), 6, (1242, 2673), 2, 'hsl(244, 100%, 30%)')
(('código civil del estado', 0.032650585242084661), 6, (1327, 2711), 2, 'hsl(245, 100%, 30%)')
(('los dioses de los', 0.031917790819639302), 6, (1040, 2700), None, 'hsl(245, 100%, 30%)')
(('estado que guarda la', 0.031773087642010069), 6, (1239, 2815), 2, 'hsl(245, 100%, 30%)')
(('la esclavitud en las', 0.031357947046180397), 6, (1389, 2837), 2, 'hsl(245, 100%, 30%)')
(('el grupo de edad', 0.030480797021512688), 6, (1119, 2739), None, 'hsl(245, 100%, 30%)')
(('sociedad mexicana de historia', 0.027965656322741485), 6, (1282, 2824), 2, 'hsl(245, 100%, 30%)')
(('omes buenos de la', 0.027690256269950773), 6, (1340, 2749), 2, 'hsl(245, 100%, 30%)')
(('en los pacientes con', 0.026283043518271387), 6, (1175, 2537), None, 'hsl(245, 100%, 30%)')
(('cuentas de la nación', 0.025755405228003559), 6, (1006, 2694), None, 'hsl(246, 100%, 30%)')
(('la formación de empresas', 0.020132480288121125), 5, (1094, 2712), None, 'hsl(246, 100%, 30%)')
(('derecho al trabajo y', 0.019934607229568274), 5, (1224, 2556), 2, 'hsl(246, 100%, 30%)')
(('la comisión calificadora de', 0.019807687455003813), 5, (1199, 2807), 2, 'hsl(246, 100%, 30%)')
(('grupo de edad de', 0.019801183576671245), 5, (1452, 2839), 2, 'hsl(246, 100%, 30%)')
(('todas las instancias de', 0.019340723631894093), 5, (1422, 2784), 2, 'hsl(247, 100%, 30%)')
(('se continuó con la', 0.018208273858423715), 5, (1096, 2560), None, 'hsl(247, 100%, 30%)')
(('con sal y pimienta', 0.014563412007551341), 4, (1131, 2579), None, 'hsl(247, 100%, 30%)')
(('relaciones de méxico con', 0.014412441453338027), 4, (1066, 2654), None, 'hsl(247, 100%, 30%)')
(('al juicio de amparo', 0.014010037679943589), 4, (1229, 2578), None, 'hsl(247, 100%, 30%)')
(('título i de la', 0.013853996735857408), 4, (1163, 2799), 2, 'hsl(247, 100%, 30%)')
(('de decisiones de los', 0.012338719167654597), 4, (1041, 2612), None, 'hsl(248, 100%, 30%)')
(('gente en la calle', 0.010629979381962668), 4, (1421, 2773), 2, 'hsl(248, 100%, 30%)')
(('los vínculos entre la', 0.010279778665405512), 4, (1337, 2576), 2, 'hsl(248, 100%, 30%)')
(('una mayor incidencia de', 0.0098321527729220096), 4, (1431, 2600), 2, 'hsl(248, 100%, 30%)')
(('del cáncer de mama', 0.008883457083577186), 4, (1131, 2533), None, 'hsl(248, 100%, 30%)')
(('la síntesis de proteínas', 0.0086845756412668156), 4, (1455, 2647), None, 'hsl(248, 100%, 30%)')
(('de bajo peso molecular', 0.0086403205195438558), 4, (1117, 2616), None, 'hsl(248, 100%, 30%)')
(('que no estaban dispuestos', 0.0085165640262310216), 4, (1145, 2787), 2, 'hsl(248, 100%, 30%)')
(('el cáncer de mama', 0.0073212238275077706), 4, (1364, 2679), 2, 'hsl(248, 100%, 30%)')
(('de cáncer de mama', 0.0071939354178226188), 4, (1090, 2658), None, 'hsl(248, 100%, 30%)')
(('virus de la hepatitis', 0.0068903738356748279), 4, (1218, 2714), 2, 'hsl(248, 100%, 30%)')
(('la activación de los', 0.0066359315156199732), 4, (1237, 2603), 2, 'hsl(248, 100%, 30%)')
(('que los pacientes con', 0.0054532551630361997), 4, (1198, 2648), None, 'hsl(249, 100%, 30%)')
(('reina regente del reino', 1.0), 25, (1825, 2533), None, 'hsl(197, 100%, 30%)')
(('señor diputado por buenos', 0.96516762486124941), 25, (1506, 2671), 2, 'hsl(199, 100%, 30%)')
(('sabe como en ella', 0.74169563280168371), 22, (1560, 2753), 2, 'hsl(210, 100%, 30%)')
(('la sabe como en', 0.72982995225779368), 22, (1566, 2592), 2, 'hsl(211, 100%, 30%)')
(('lugar á la admisión', 0.65511415352717428), 21, (1873, 2584), None, 'hsl(215, 100%, 30%)')
(('dios guarde á us', 0.65300966790132453), 21, (1618, 2626), 2, 'hsl(215, 100%, 30%)')
(('que la sabe como', 0.63349616927445407), 21, (1906, 2587), None, 'hsl(216, 100%, 30%)')
(('que á continuacion se', 0.59407871338805096), 20, (1602, 2700), 2, 'hsl(218, 100%, 30%)')
(('señor diputado por córdoba', 0.58585864132044241), 20, (1532, 2784), 2, 'hsl(219, 100%, 30%)')
(('la reina regente del', 0.55275934993467224), 19, (1569, 2717), 2, 'hsl(220, 100%, 30%)')
(('de la constitucion y', 0.54342460265361303), 19, (1523, 2643), 2, 'hsl(221, 100%, 30%)')
(('la sesion á las', 0.50619992574659878), 18, (1519, 2820), 2, 'hsl(223, 100%, 30%)')
(('el juez ó tribunal', 0.48987439301554542), 18, (1686, 2564), 2, 'hsl(224, 100%, 30%)')
(('del señor senador por', 0.43923999547409576), 17, (1928, 2593), None, 'hsl(226, 100%, 30%)')
(('miembro de la comision', 0.40528392195774415), 16, (1853, 2543), None, 'hsl(228, 100%, 30%)')
(('miembros de la comision', 0.40397209918744625), 14, (1889, 2614), None, 'hsl(228, 100%, 30%)')
(('la real orden reclamada', 0.39093378309680493), 14, (1657, 2733), 2, 'hsl(229, 100%, 30%)')
(('con devolución del apuntamiento', 0.36141916416251813), 9, (1949, 2620), None, 'hsl(230, 100%, 30%)')
(('representado por el procurador', 0.3526654367724979), 9, (1535, 2610), 2, 'hsl(231, 100%, 30%)')
(('á la admisión del', 0.33298312898019716), 9, (1816, 2588), None, 'hsl(232, 100%, 30%)')
(('un crédito suplementario al', 0.3232490851364635), 9, (1516, 2700), None, 'hsl(233, 100%, 30%)')
(('propone el señor diputado', 0.3198798201812752), 9, (1684, 2610), 2, 'hsl(233, 100%, 30%)')
(('está en discusión en', 0.30670863767484829), 9, (1510, 2588), None, 'hsl(233, 100%, 30%)')
