,res,start,end
vióse obligado,134,1850,1983
volar las,159,1850,2008
volumen para,159,1850,2008
voluntario por,159,1850,2008
votar de,159,1850,2008
vote el,159,1850,2008
votos entre,159,1850,2008
vuelto para,159,1850,2008
vuestra paternidad,159,1850,2008
xix no,159,1850,2008
y aceites,159,1850,2008
y admisión,159,1850,2008
y afectar,159,1850,2008
y ajustados,159,1850,2008
y albañiles,159,1850,2008
y almacenaje,159,1850,2008
y angel,159,1850,2008
y antonia,159,1850,2008
y aplicarlo,159,1850,2008
y apreciación,159,1850,2008
y apropiado,159,1850,2008
y asiste,159,1850,2008
y atendió,159,1850,2008
y atropellos,159,1850,2008
y avanzado,159,1850,2008
y b,159,1850,2008
y carvajal,159,1850,2008
y casarse,159,1850,2008
y cañete,159,1850,2008
y cervantes,159,1850,2008
y cifra,159,1850,2008
y colaterales,159,1850,2008
y colima,159,1850,2008
y comedias,159,1850,2008
y compatible,159,1850,2008
y compuso,159,1850,2008
y comunicación,159,1850,2008
y conservadores,159,1850,2008
y creía,159,1850,2008
y decepciones,159,1850,2008
y decían,159,1850,2008
y dellos,159,1850,2008
y desaparecía,159,1850,2008
y donoso,159,1850,2008
y económicamente,159,1850,2008
y embellecimiento,159,1850,2008
y emisión,159,1850,2008
y enriquecen,159,1850,2008
y enterrados,159,1850,2008
y esclarecimiento,159,1850,2008
y europa,159,1850,2008
y extirpar,159,1850,2008
y extranjero,159,1850,2008
y extrañas,159,1850,2008
y flaca,159,1850,2008
y florecer,159,1850,2008
y formula,159,1850,2008
y fracciones,159,1850,2008
y funcionar,159,1850,2008
y gastan,159,1850,2008
y girar,159,1850,2008
y habilitación,159,1850,2008
y halagos,159,1850,2008
y hugo,159,1850,2008
y legado,159,1850,2008
y linaje,159,1850,2008
y mantenida,159,1850,2008
y mantenidos,159,1850,2008
y matrimonio,159,1850,2008
y melchor,159,1850,2008
y murmuró,159,1850,2008
y nomenclatura,159,1850,2008
y obtenía,159,1850,2008
y opacos,159,1850,2008
y perfeccionamiento,159,1850,2008
y pieles,159,1850,2008
y producirán,159,1850,2008
y promulga,159,1850,2008
y radicalmente,159,1850,2008
y realizada,159,1850,2008
y registrada,159,1850,2008
y respetaba,159,1850,2008
y restringir,159,1850,2008
y rivero,159,1850,2008
y secuestros,159,1850,2008
y sentó,159,1850,2008
y suelta,159,1850,2008
y suministros,159,1850,2008
y supersticiones,159,1850,2008
y talavera,159,1850,2008
y teja,159,1850,2008
y tesorería,159,1850,2008
y traspaso,159,1850,2008
y traza,159,1850,2008
y vargas,159,1850,2008
y vidrio,159,1850,2008
y volvería,159,1850,2008
y votación,159,1850,2008
y ágil,159,1850,2008
y ávido,159,1850,2008
ya estuviera,159,1850,2008
ya indicamos,159,1850,2008
ya indiqué,159,1850,2008
ya numerosos,159,1850,2008
york al,159,1850,2008
yunque de,159,1850,2008
z y,159,1850,2008
zarpó de,159,1850,2008
á us,73,1850,1922
él cada,159,1850,2008
él entró,159,1850,2008
época histórica,159,1850,2008
ésta sobre,159,1850,2008
ésta tan,159,1850,2008
éxtasis y,159,1850,2008
últimas líneas,159,1850,2008
último aspecto,159,1850,2008
últimos versos,159,1850,2008
única obra,159,1850,2008
únicamente sus,159,1850,2008
único digno,159,1850,2008
